상품종류,은행,상품명,기본금리( %),"최고금리(우대금리포함,  %)",이자지급방식,가입방법,우대조건,가입제한조건,가입대상,기타유의사항,최고한도,세후이자율,세후이자,이자계산방식
적금,MS저축은행,정기적금,4.00%,4.00%,정액적립식,,,제한없음,,,,3.38%,"21,970",단리
적금,조흥저축은행,정기적금,4.00%,4.00%,정액적립식,,,제한없음,,,,3.38%,"21,970",단리
적금,대한저축은행,정기적금,4.00%,4.00%,정액적립식,,,제한없음,,,,3.38%,"21,970",단리
적금,참저축은행,정기적금,4.00%,4.00%,정액적립식,,,제한없음,,,,3.38%,"21,970",단리
적금,DH저축은행,정기적금,4.00%,4.00%,정액적립식,,,제한없음,,,,3.38%,"22,199",복리
적금,DH저축은행,정기적금,4.00%,4.00%,정액적립식,,,제한없음,,,,3.38%,"21,970",단리
적금,고려저축은행,정기적금,4.00%,4.00%,정액적립식,,,제한없음,,,,3.38%,"21,970",단리
적금,디비저축은행,정기적금,4.00%,4.00%,정액적립식,,,제한없음,,,,3.38%,"22,199",복리
적금,디비저축은행,정기적금,4.00%,4.00%,정액적립식,,,제한없음,,,,3.38%,"21,970",단리
적금,대신저축은행,정기적금,4.00%,4.00%,정액적립식,,,제한없음,,,,3.38%,"21,970",단리
적금,엔에이치저축은행,정기적금,3.90%,4.00%,정액적립식,,,제한없음,,,,3.30%,"21,450",단리
적금,DH저축은행,정기적금(비대면),4.00%,4.00%,정액적립식,,,제한없음,,,,3.38%,"22,199",복리
적금,DH저축은행,정기적금(비대면),4.00%,4.00%,정액적립식,,,제한없음,,,,3.38%,"21,970",단리
적금,고려저축은행,정기적금(비대면),4.00%,4.00%,정액적립식,,,제한없음,,,,3.38%,"21,970",단리
적금,대한저축은행,정기적금-인터넷,4.00%,4.00%,정액적립식,,,제한없음,,,,3.38%,"21,970",단리
적금,청주저축은행,펫팸정기적금_천안지점,4.00%,4.00%,정액적립식,,,제한없음,,,,3.38%,"21,970",단리
적금,대백저축은행,한마음정기적금,4.00%,4.00%,정액적립식,,,제한없음,,,,3.38%,"21,970",단리
적금,경남은행,BNK더조은자유적금,3.20%,3.90%,자유적립식,,,제한없음,,,,2.71%,-,단리
적금,영진저축은행,SB톡톡-정기적금,3.90%,3.90%,정액적립식,,,제한없음,,,,3.30%,"21,450",단리
적금,영진저축은행,SB톡톡-정기적금,3.90%,3.90%,정액적립식,,,제한없음,,,,3.30%,"21,668",복리
적금,영진저축은행,e-정기적금,3.90%,3.90%,정액적립식,,,제한없음,,,,3.30%,"21,668",복리
적금,영진저축은행,e-정기적금,3.90%,3.90%,정액적립식,,,제한없음,,,,3.30%,"21,450",단리
적금,부림저축은행,e-정기적금,3.90%,3.90%,정액적립식,,,제한없음,,,,3.30%,"21,450",단리
적금,영진저축은행,m-정기적금,3.90%,3.90%,정액적립식,,,제한없음,,,,3.30%,"21,450",단리
적금,영진저축은행,m-정기적금,3.90%,3.90%,정액적립식,,,제한없음,,,,3.30%,"21,668",복리
적금,인천저축은행,생일축하플러스정기적금,3.90%,3.90%,정액적립식,,,제한없음,,,,3.30%,"21,450",단리
적금,광주은행,여행스케치_남도투어적금,2.00%,3.90%,자유적립식,,,제한없음,,,,1.69%,-,단리
적금,웰컴저축은행,일반정기적금,3.10%,3.90%,정액적립식,,,제한없음,,,,2.62%,"17,030",단리
적금,부림저축은행,정기적금,3.90%,3.90%,정액적립식,,,제한없음,,,,3.30%,"21,450",단리
적금,부림저축은행,톡톡정기적금(비대면),3.90%,3.90%,정액적립식,,,제한없음,,,,3.30%,"21,450",단리
적금,다올저축은행,Fi 정기적금 (대면),3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,다올저축은행,Fi 정기적금 (비대면),3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,KB저축은행,KB착한e-Plus정기적금,3.70%,3.80%,정액적립식,,,제한없음,,,,3.13%,"20,541",복리
적금,KB저축은행,KB착한e-Plus정기적금,3.70%,3.80%,정액적립식,,,제한없음,,,,3.13%,"20,345",단리
적금,KB저축은행,KB착한정기적금,3.60%,3.80%,정액적립식,,,제한없음,,,,3.05%,"20,011",복리
적금,KB저축은행,KB착한정기적금,3.60%,3.80%,정액적립식,,,제한없음,,,,3.05%,"19,825",단리
적금,스카이저축은행,b-정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"21,071",복리
적금,스카이저축은행,b-정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,스카이저축은행,e-정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"21,071",복리
적금,스카이저축은행,e-정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,남양저축은행,e-정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,한국투자저축은행,비대면 정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,남양저축은행,비대면-정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,한국투자저축은행,스마트뱅킹 정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,드림저축은행,인터넷정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,한국투자저축은행,인터넷정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,드림저축은행,인터넷정기적금,3.80%,3.80%,자유적립식,,,제한없음,,,,3.21%,-,복리
적금,드림저축은행,인터넷정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"21,071",복리
적금,드림저축은행,인터넷정기적금,3.80%,3.80%,자유적립식,,,제한없음,,,,3.21%,-,단리
적금,드림저축은행,정기적금,3.80%,3.80%,자유적립식,,,제한없음,,,,3.21%,-,복리
적금,라온저축은행,정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,한국투자저축은행,정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,더블저축은행,정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,영진저축은행,정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"21,071",복리
적금,영진저축은행,정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,동양저축은행,정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"21,071",복리
적금,동원제일저축은행,정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"21,071",복리
적금,동원제일저축은행,정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,동양저축은행,정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,청주저축은행,정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,키움저축은행,정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,남양저축은행,정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,드림저축은행,정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,드림저축은행,정기적금,3.80%,3.80%,자유적립식,,,제한없음,,,,3.21%,-,단리
적금,드림저축은행,정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"21,071",복리
적금,HB저축은행,정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,HB저축은행,정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"21,071",복리
적금,동원제일저축은행,정기적금(비대면),3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"21,071",복리
적금,동원제일저축은행,정기적금(비대면),3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)",3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,동양저축은행,"정기적금(비대면,인터넷뱅킹,스마트폰뱅킹)",3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"21,071",복리
적금,청주저축은행,정기적금(온라인),3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,더블저축은행,"정기적금(인터넷뱅킹,비대면)",3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,IBK저축은행,참똑똑한IBK저축은행정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,IBK저축은행,참똑똑한IBK저축은행정기적금,3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"21,071",복리
적금,IBK저축은행,참똑똑한IBK저축은행정기적금(비대면),3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,IBK저축은행,참똑똑한IBK저축은행정기적금(비대면),3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"21,071",복리
적금,IBK저축은행,참똑똑한IBK저축은행정기적금정기적금(인터넷뱅킹),3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,IBK저축은행,참똑똑한IBK저축은행정기적금정기적금(인터넷뱅킹),3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"21,071",복리
적금,드림저축은행,톡톡정기적금(비대면),3.80%,3.80%,자유적립식,,,제한없음,,,,3.21%,-,단리
적금,드림저축은행,톡톡정기적금(비대면),3.80%,3.80%,자유적립식,,,제한없음,,,,3.21%,-,복리
적금,드림저축은행,톡톡정기적금(비대면),3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"21,071",복리
적금,드림저축은행,톡톡정기적금(비대면),3.80%,3.80%,정액적립식,,,제한없음,,,,3.21%,"20,865",단리
적금,신한은행,신한 알.쏠 적금,2.45%,3.75%,자유적립식,,,제한없음,,,,2.07%,-,단리
적금,주식회사 하나은행,주거래하나 월복리적금,2.75%,3.75%,자유적립식,,,제한없음,,,,2.33%,-,복리
적금,삼정저축은행,e-정기적금,3.70%,3.70%,정액적립식,,,제한없음,,,,3.13%,"20,345",단리
적금,삼정저축은행,s-정기적금,3.70%,3.70%,정액적립식,,,제한없음,,,,3.13%,"20,345",단리
적금,대백저축은행,꿈나무정기적금,3.70%,3.70%,정액적립식,,,제한없음,,,,3.13%,"20,345",단리
적금,JT친애저축은행,비대면 정기적금,3.70%,3.70%,정액적립식,,,제한없음,,,,3.13%,"20,345",단리
적금,스카이저축은행,정기적금,3.70%,3.70%,정액적립식,,,제한없음,,,,3.13%,"20,345",단리
적금,스카이저축은행,정기적금,3.70%,3.70%,정액적립식,,,제한없음,,,,3.13%,"20,541",복리
적금,CK저축은행,정기적금,3.70%,3.70%,정액적립식,,,제한없음,,,,3.13%,"20,345",단리
적금,CK저축은행,정기적금,3.70%,3.70%,자유적립식,,,제한없음,,,,3.13%,-,단리
적금,CK저축은행,정기적금,3.70%,3.70%,정액적립식,,,제한없음,,,,3.13%,"20,541",복리
적금,CK저축은행,정기적금,3.70%,3.70%,자유적립식,,,제한없음,,,,3.13%,-,복리
적금,삼정저축은행,정기적금,3.70%,3.70%,정액적립식,,,제한없음,,,,3.13%,"20,345",단리
적금,CK저축은행,"정기적금(인터넷,모바일,비대면)",3.70%,3.70%,자유적립식,,,제한없음,,,,3.13%,-,단리
적금,CK저축은행,"정기적금(인터넷,모바일,비대면)",3.70%,3.70%,정액적립식,,,제한없음,,,,3.13%,"20,541",복리
적금,CK저축은행,"정기적금(인터넷,모바일,비대면)",3.70%,3.70%,자유적립식,,,제한없음,,,,3.13%,-,복리
적금,CK저축은행,"정기적금(인터넷,모바일,비대면)",3.70%,3.70%,정액적립식,,,제한없음,,,,3.13%,"20,345",단리
적금,주식회사 케이뱅크,주거래우대 자유적금,3.10%,3.70%,자유적립식,,,제한없음,,,,2.62%,-,단리
적금,푸른저축은행,푸른 정기적금,3.70%,3.70%,정액적립식,,,제한없음,,,,3.13%,"20,345",단리
적금,광주은행,해피라이프_여행스케치적금V,2.50%,3.70%,정액적립식,,,제한없음,,,,2.12%,"13,780",단리
적금,경남은행,행복 DREAM 적금,2.70%,3.70%,정액적립식,,,제한없음,,,,2.28%,"14,820",단리
적금,수협은행,"Sh해양플라스틱Zero!적금
(자유적립식)",3.15%,3.65%,자유적립식,,,제한없음,,,,2.66%,-,단리
적금,아이엠뱅크,내가만든 보너스적금,2.85%,3.65%,자유적립식,,,제한없음,,,,2.41%,-,단리
적금,모아저축은행,12干支정기적금,3.60%,3.60%,정액적립식,,,제한없음,,,,3.05%,"19,825",단리
적금,아산저축은행,SB톡톡-정기적금,3.60%,3.60%,정액적립식,,,제한없음,,,,3.05%,"19,825",단리
적금,인천저축은행,e-보다정기적금,3.60%,3.60%,정액적립식,,,제한없음,,,,3.05%,"19,825",단리
적금,아산저축은행,e-정기적금,3.60%,3.60%,정액적립식,,,제한없음,,,,3.05%,"19,825",단리
적금,신한저축은행,e-정기적금,3.10%,3.60%,정액적립식,,,제한없음,,,,2.62%,"17,030",단리
적금,신한저축은행,s-정기적금,3.10%,3.60%,정액적립식,,,제한없음,,,,2.62%,"17,030",단리
적금,모아저축은행,생일축하정기적금,3.60%,3.60%,정액적립식,,,제한없음,,,,3.05%,"19,825",단리
적금,인천저축은행,정기적금,3.60%,3.60%,정액적립식,,,제한없음,,,,3.05%,"19,825",단리
적금,오투저축은행,정기적금,3.60%,3.60%,정액적립식,,,제한없음,,,,3.05%,"20,011",복리
적금,오투저축은행,정기적금,3.60%,3.60%,정액적립식,,,제한없음,,,,3.05%,"19,825",단리
적금,JT친애저축은행,정기적금,3.60%,3.60%,정액적립식,,,제한없음,,,,3.05%,"19,825",단리
적금,OSB저축은행,정기적금,3.60%,3.60%,정액적립식,,,제한없음,,,,3.05%,"19,825",단리
적금,SBI저축은행,정기적금,3.60%,3.60%,정액적립식,,,제한없음,,,,3.05%,"19,825",단리
적금,한화저축은행,Mymo 정기적금,3.55%,3.55%,정액적립식,,,제한없음,,,,3.00%,"19,500",단리
적금,한화저축은행,e뱅킹정기적금,3.55%,3.55%,정액적립식,,,제한없음,,,,3.00%,"19,500",단리
적금,우리은행,우리SUPER주거래적금,2.15%,3.55%,자유적립식,,,제한없음,,,,1.82%,-,단리
적금,우리은행,우리SUPER주거래적금,2.15%,3.55%,정액적립식,,,제한없음,,,,1.82%,"11,830",단리
적금,흥국저축은행,E-정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,415",복리
적금,흥국저축은행,E-정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,오투저축은행,E-정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,오투저축은행,E-정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,415",복리
적금,예가람저축은행,Hi!예가람 e정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,흥국저축은행,S-정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,415",복리
적금,흥국저축은행,S-정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,키움예스저축은행,SB톡톡 키워드림 정기적금 (비대면),3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,모아저축은행,e-모아 정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,인성저축은행,e-정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,금화저축은행,e-정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,안국저축은행,e-정기적금,3.30%,3.50%,정액적립식,,,제한없음,,,,2.79%,"18,135",단리
적금,금화저축은행,e-행복더드림정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,스타저축은행,꿈나무 정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,오투저축은행,비대면 정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,415",복리
적금,흥국저축은행,비대면 정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,415",복리
적금,흥국저축은행,비대면 정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,오투저축은행,비대면 정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,금화저축은행,비대면-정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,스타저축은행,스타e_정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,금화저축은행,자녀사랑우대적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,진주저축은행,자유적립식적금,3.50%,3.50%,자유적립식,,,제한없음,,,,2.96%,-,단리
적금,예가람저축은행,자유적립적금,3.50%,3.50%,자유적립식,,,제한없음,,,,2.96%,-,단리
적금,예가람저축은행,자유적립적금,3.50%,3.50%,자유적립식,,,제한없음,,,,2.96%,-,복리
적금,예가람저축은행,정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,신한저축은행,정기적금,3.00%,3.50%,정액적립식,,,제한없음,,,,2.54%,"16,510",단리
적금,금화저축은행,정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,인성저축은행,정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,흥국저축은행,정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,안국저축은행,정기적금,3.30%,3.50%,정액적립식,,,제한없음,,,,2.79%,"18,135",단리
적금,페퍼저축은행,정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,흥국저축은행,정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,415",복리
적금,스타저축은행,정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,모아저축은행,정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,페퍼저축은행,"정기적금 (인터넷,스마트,비대면)",3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,안국저축은행,정기적금(비대면),3.30%,3.50%,정액적립식,,,제한없음,,,,2.79%,"18,135",단리
적금,흥국저축은행,정기적금(자유적립식),3.50%,3.50%,자유적립식,,,제한없음,,,,2.96%,-,단리
적금,흥국저축은행,정기적금(자유적립식),3.50%,3.50%,자유적립식,,,제한없음,,,,2.96%,-,복리
적금,키움예스저축은행,"키워드림 e-정기적금 (인터넷뱅킹, 스마트뱅킹)",3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,페퍼저축은행,페퍼스2030적금 (디지털페퍼앱),3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,페퍼저축은행,페퍼스정기적금 (디지털페퍼앱),3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,한화저축은행,한화가족사랑정기적금,3.50%,3.50%,정액적립식,,,제한없음,,,,2.96%,"19,240",단리
적금,광주은행,해피라이프_여행스케치적금V,2.30%,3.50%,자유적립식,,,제한없음,,,,1.95%,-,단리
적금,농협은행주식회사,NH고향사랑기부적금,2.60%,3.45%,자유적립식,,,제한없음,,,,2.20%,-,단리
적금,국민은행,KB국민프리미엄적금(정액),2.50%,3.40%,정액적립식,,,제한없음,,,,2.12%,"13,780",단리
적금,융창저축은행,SB톡톡 정기적금,3.40%,3.40%,정액적립식,,,제한없음,,,,2.88%,"18,720",단리
적금,융창저축은행,e정기적금,3.40%,3.40%,정액적립식,,,제한없음,,,,2.88%,"18,720",단리
적금,융창저축은행,정기적금,3.40%,3.40%,정액적립식,,,제한없음,,,,2.88%,"18,720",단리
적금,삼호저축은행,정기적금,3.40%,3.40%,정액적립식,,,제한없음,,,,2.88%,"18,720",단리
적금,삼호저축은행,정기적금,3.40%,3.40%,정액적립식,,,제한없음,,,,2.88%,"18,886",복리
적금,삼호저축은행,정기적금(인터넷-모바일),3.40%,3.40%,정액적립식,,,제한없음,,,,2.88%,"18,720",단리
적금,삼호저축은행,정기적금(인터넷-모바일),3.40%,3.40%,정액적립식,,,제한없음,,,,2.88%,"18,886",복리
적금,키움예스저축은행,키워드림 정기적금,3.40%,3.40%,정액적립식,,,제한없음,,,,2.88%,"18,720",단리
적금,오성저축은행,플러스 정기적금,3.40%,3.40%,정액적립식,,,제한없음,,,,2.88%,"18,720",단리
적금,오성저축은행,플러스 정기적금,3.40%,3.40%,정액적립식,,,제한없음,,,,2.88%,"18,886",복리
적금,오성저축은행,플러스 정기적금(비대면),3.40%,3.40%,정액적립식,,,제한없음,,,,2.88%,"18,720",단리
적금,오성저축은행,플러스 정기적금(비대면),3.40%,3.40%,정액적립식,,,제한없음,,,,2.88%,"18,886",복리
적금,진주저축은행,E-정기적금(비대면),3.30%,3.30%,정액적립식,,,제한없음,,,,2.79%,"18,135",단리
적금,진주저축은행,M-정기적금(비대면),3.30%,3.30%,정액적립식,,,제한없음,,,,2.79%,"18,135",단리
적금,농협은행주식회사,NH내가Green초록세상적금,2.30%,3.30%,자유적립식,,,제한없음,,,,1.95%,-,단리
적금,진주저축은행,안심정기적금 (창구전용),3.30%,3.30%,정액적립식,,,제한없음,,,,2.79%,"18,135",단리
적금,진주저축은행,정기적금,3.30%,3.30%,정액적립식,,,제한없음,,,,2.79%,"18,135",단리
적금,청주저축은행,정기적금,3.20%,3.30%,자유적립식,,,제한없음,,,,2.71%,-,단리
적금,BNK저축은행,정기적금,3.30%,3.30%,정액적립식,,,제한없음,,,,2.79%,"18,135",단리
적금,BNK저축은행,정기적금,3.30%,3.30%,정액적립식,,,제한없음,,,,2.79%,"18,291",복리
적금,진주저축은행,지니뱅크-정기적금(비대면),3.30%,3.30%,정액적립식,,,제한없음,,,,2.79%,"18,135",단리
적금,국민은행,KB맑은하늘적금,2.45%,3.25%,자유적립식,,,제한없음,,,,2.07%,-,단리
적금,KB저축은행,KB일반e-Plus정기적금,3.10%,3.20%,정액적립식,,,제한없음,,,,2.62%,"17,030",단리
적금,KB저축은행,KB일반e-Plus정기적금,3.10%,3.20%,정액적립식,,,제한없음,,,,2.62%,"17,167",복리
적금,KB저축은행,KB일반정기적금,3.00%,3.20%,정액적립식,,,제한없음,,,,2.54%,"16,510",단리
적금,KB저축은행,KB일반정기적금,3.00%,3.20%,정액적립식,,,제한없음,,,,2.54%,"16,639",복리
적금,더케이저축은행,e-정기적금,3.20%,3.20%,정액적립식,,,제한없음,,,,2.71%,"17,615",단리
적금,한성저축은행,e-정기적금,3.20%,3.20%,정액적립식,,,제한없음,,,,2.71%,"17,762",복리
적금,한성저축은행,e-정기적금,3.20%,3.20%,정액적립식,,,제한없음,,,,2.71%,"17,615",단리
적금,민국저축은행,e-행복정기적금(인터넷),3.20%,3.20%,정액적립식,,,제한없음,,,,2.71%,"17,615",단리
적금,한성저축은행,m-정기적금,3.20%,3.20%,정액적립식,,,제한없음,,,,2.71%,"17,762",복리
적금,한성저축은행,m-정기적금,3.20%,3.20%,정액적립식,,,제한없음,,,,2.71%,"17,615",단리
적금,민국저축은행,비대면정기적금(비대면),3.20%,3.20%,정액적립식,,,제한없음,,,,2.71%,"17,615",단리
적금,민국저축은행,정기적금,3.10%,3.20%,정액적립식,,,제한없음,,,,2.62%,"17,030",단리
적금,한성저축은행,정기적금,3.20%,3.20%,정액적립식,,,제한없음,,,,2.71%,"17,762",복리
적금,한성저축은행,정기적금,3.20%,3.20%,정액적립식,,,제한없음,,,,2.71%,"17,615",단리
적금,오투저축은행,정기적금,3.20%,3.20%,자유적립식,,,제한없음,,,,2.71%,-,단리
적금,오투저축은행,정기적금,3.20%,3.20%,자유적립식,,,제한없음,,,,2.71%,-,복리
적금,평택저축은행,정기적금-모바일,3.20%,3.20%,정액적립식,,,제한없음,,,,2.71%,"17,762",복리
적금,평택저축은행,정기적금-모바일,3.20%,3.20%,정액적립식,,,제한없음,,,,2.71%,"17,615",단리
적금,평택저축은행,정기적금-인터넷,3.20%,3.20%,정액적립식,,,제한없음,,,,2.71%,"17,762",복리
적금,평택저축은행,정기적금-인터넷,3.20%,3.20%,정액적립식,,,제한없음,,,,2.71%,"17,615",단리
적금,평택저축은행,정기적금-창구,3.20%,3.20%,정액적립식,,,제한없음,,,,2.71%,"17,615",단리
적금,평택저축은행,정기적금-창구,3.20%,3.20%,정액적립식,,,제한없음,,,,2.71%,"17,762",복리
적금,주식회사 케이뱅크,코드K 자유적금,3.20%,3.20%,자유적립식,,,제한없음,,,,2.71%,-,단리
적금,민국저축은행,톡톡정기적금(모바일),3.20%,3.20%,정액적립식,,,제한없음,,,,2.71%,"17,615",단리
적금,국민은행,KB내맘대로적금,2.55%,3.15%,정액적립식,,,제한없음,,,,2.16%,"14,040",단리
적금,우리은행,WON적금,2.95%,3.15%,자유적립식,,,제한없음,,,,2.50%,-,단리
적금,우리은행,WON적금,2.95%,3.15%,정액적립식,,,제한없음,,,,2.50%,"16,250",단리
적금,대명상호저축은행,더 드림 정기적금,3.15%,3.15%,정액적립식,,,제한없음,,,,2.66%,"17,431",복리
적금,대명상호저축은행,더 드림 정기적금,3.15%,3.15%,정액적립식,,,제한없음,,,,2.66%,"17,290",단리
적금,금화저축은행,e-정기적금,3.10%,3.10%,자유적립식,,,제한없음,,,,2.62%,-,단리
적금,금화저축은행,비대면-정기적금,3.10%,3.10%,자유적립식,,,제한없음,,,,2.62%,-,단리
적금,대명상호저축은행,정기적금,3.10%,3.10%,정액적립식,,,제한없음,,,,2.62%,"17,167",복리
적금,대명상호저축은행,정기적금,3.10%,3.10%,정액적립식,,,제한없음,,,,2.62%,"17,030",단리
적금,금화저축은행,정기적금,3.10%,3.10%,자유적립식,,,제한없음,,,,2.62%,-,단리
적금,더케이저축은행,정기적금,3.10%,3.10%,정액적립식,,,제한없음,,,,2.62%,"17,030",단리
적금,아이엠뱅크,내손안에 적금,2.51%,3.06%,정액적립식,,,제한없음,,,,2.12%,"13,780",단리
적금,삼호저축은행,정기적금(자유적립식),3.05%,3.05%,자유적립식,,,제한없음,,,,2.58%,-,단리
적금,삼호저축은행,정기적금(자유적립식),3.05%,3.05%,자유적립식,,,제한없음,,,,2.58%,-,복리
적금,삼호저축은행,정기적금(자유적립식-인터넷뱅킹),3.05%,3.05%,자유적립식,,,제한없음,,,,2.58%,-,단리
적금,삼호저축은행,정기적금(자유적립식-인터넷뱅킹),3.05%,3.05%,자유적립식,,,제한없음,,,,2.58%,-,복리
적금,전북은행,JB 다이렉트적금(정액적립식),2.90%,3.00%,정액적립식,,,제한없음,,,,2.45%,"15,925",단리
적금,엔에이치저축은행,NH 친환경 행복플러스 정기적금,2.90%,3.00%,정액적립식,,,제한없음,,,,2.45%,"15,925",단리
적금,스마트저축은행,e-로운 정기적금,3.00%,3.00%,정액적립식,,,제한없음,,,,2.54%,"16,510",단리
적금,유안타저축은행,e-정기적금,3.00%,3.00%,정액적립식,,,제한없음,,,,2.54%,"16,510",단리
적금,스마트저축은행,e-정기적금,3.00%,3.00%,정액적립식,,,제한없음,,,,2.54%,"16,510",단리
적금,국제저축은행,꿈 찾아 정기적금,3.00%,3.00%,정액적립식,,,제한없음,,,,2.54%,"16,510",단리
적금,국제저축은행,꿈 찾아 정기적금(비대면),3.00%,3.00%,정액적립식,,,제한없음,,,,2.54%,"16,510",단리
