상품종류,은행,상품명,기본금리( %),"최고금리(우대금리포함,  %)",이자지급방식,가입방법,우대조건,가입제한조건,가입대상,기타유의사항,최고한도,세후이자율,세후이자,이자계산방식
정기예금,페퍼저축은행,부천사랑 회전정기예금 (1년단위 변동금리상품) (부천지점 창구전용),3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,동양저축은행,정기예금,3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,동양저축은행,정기예금,3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,대한저축은행,정기예금,3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,더블저축은행,정기예금,3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,대한저축은행,정기예금,3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,더블저축은행,정기예금,3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,안국저축은행,정기예금,3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,안국저축은행,정기예금,3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,HB저축은행,정기예금,3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,HB저축은행,정기예금,3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,BNK저축은행,정기예금(대면),3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,BNK저축은행,정기예금(대면),3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,안국저축은행,정기예금(비대면),3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,안국저축은행,정기예금(비대면),3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,페퍼저축은행,페퍼스 회전정기예금 (디지털페퍼앱) (1년단위 변동금리상품),3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,페퍼저축은행,페퍼스 회전정기예금 (디지털페퍼앱) (1년단위 변동금리상품),3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,페퍼저축은행,평촌사랑 회전정기예금 (1년단위 변동금리상품) (평촌지점 창구전용),3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,페퍼저축은행,평촌사랑 회전정기예금 (1년단위 변동금리상품) (평촌지점 창구전용),3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,애큐온저축은행,플러스회전식정기예금(모바일),3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,애큐온저축은행,플러스회전식정기예금(모바일),3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,JT저축은행,회전식정기예금(변동금리상품),3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,JT저축은행,회전식정기예금(변동금리상품),3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,스카이저축은행,회전정기예금,3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,스카이저축은행,회전정기예금,3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,상상인저축은행,회전정기예금,3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,상상인저축은행,회전정기예금,3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,페퍼저축은행,회전정기예금 (1년단위 변동금리상품) (창구전용),3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,페퍼저축은행,회전정기예금 (1년단위 변동금리상품) (창구전용),3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,페퍼저축은행,"회전정기예금 (인터넷, 모바일,비대면) (1년단위 변동금리상품)",3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,페퍼저축은행,"회전정기예금 (인터넷, 모바일,비대면) (1년단위 변동금리상품)",3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,고려저축은행,회전정기예금(비대면),3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,고려저축은행,회전정기예금(비대면),3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,다올저축은행,Fi 하이브리드 정기예금 (대면),1.60%,3.10%,,,,제한없음,,,,1.35%,"136,357",복리
정기예금,다올저축은행,Fi 하이브리드 정기예금 (비대면),1.60%,3.10%,,,,제한없음,,,,1.35%,"136,357",복리
정기예금,융창저축은행,SB톡톡 정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,융창저축은행,SB톡톡 정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,키움예스저축은행,SB톡톡 회전yes정기예금(1년단위 변동금리상품) (비대면),3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,키움예스저축은행,SB톡톡 회전yes정기예금(1년단위 변동금리상품) (비대면),3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,융창저축은행,SB톡톡 회전식 정기예금 (변동금리),3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,융창저축은행,SB톡톡 회전식 정기예금 (변동금리),3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,유안타저축은행,SB톡톡 회전정기예금 (비대면),3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,유안타저축은행,SB톡톡 회전정기예금 (비대면),3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,인천저축은행,e-보다 정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,인천저축은행,e-보다 정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,인천저축은행,e-보다회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,인천저축은행,e-보다회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,MS저축은행,e-정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,금화저축은행,e-정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,금화저축은행,e-정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,유니온저축은행,e-정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,MS저축은행,e-정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,인성저축은행,e-정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,인성저축은행,e-정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,유니온저축은행,e-정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,상상인저축은행,e-정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,상상인저축은행,e-정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,더케이저축은행,e-정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,더케이저축은행,e-정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,키움예스저축은행,"e-회전yes정기예금(1년단위 변동금리상품) (인터넷뱅킹, 스마트뱅킹)",3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,키움예스저축은행,"e-회전yes정기예금(1년단위 변동금리상품) (인터넷뱅킹, 스마트뱅킹)",3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,더케이저축은행,e-회전식정기예금(1년단위 변동금리상품),3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,더케이저축은행,e-회전식정기예금(1년단위 변동금리상품),3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,인성저축은행,e-회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,인성저축은행,e-회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,유안타저축은행,e-회전정기예금 (변동금리),3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,유안타저축은행,e-회전정기예금 (변동금리),3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,금화저축은행,"e-회전정기예금(1년단위,변동금리)",3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,금화저축은행,"e-회전정기예금(1년단위,변동금리)",3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,융창저축은행,e정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,융창저축은행,e정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,융창저축은행,e회전식 정기예금 (변동금리),3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,융창저축은행,e회전식 정기예금 (변동금리),3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,상상인저축은행,뱅뱅뱅 정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,상상인저축은행,뱅뱅뱅 정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,상상인저축은행,비대면 정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,상상인저축은행,비대면 정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,금화저축은행,비대면-정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,금화저축은행,비대면-정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,스카이저축은행,비대면회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,스카이저축은행,비대면회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,대신저축은행,스마트회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,대신저축은행,스마트회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,드림저축은행,인터넷정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,드림저축은행,인터넷정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,세람저축은행,자동연장 정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,세람저축은행,자동연장 정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,유니온저축은행,정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,MS저축은행,정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,MS저축은행,정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,유니온저축은행,정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,대백저축은행,정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,금화저축은행,정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,금화저축은행,정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,DH저축은행,정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,인성저축은행,정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,인성저축은행,정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,DH저축은행,정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,대백저축은행,정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,상상인플러스저축은행,크크크 회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,상상인플러스저축은행,크크크 회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,드림저축은행,톡톡정기예금(비대면),3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,드림저축은행,톡톡정기예금(비대면),3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,상상인플러스저축은행,회전E-정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,상상인플러스저축은행,회전E-정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,키움예스저축은행,회전yes정기예금(1년단위 변동금리상품),3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,키움예스저축은행,회전yes정기예금(1년단위 변동금리상품),3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,세람저축은행,회전식 정기예금(변동금리),3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,세람저축은행,회전식 정기예금(변동금리),3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,세람저축은행,"회전식 정기예금(비대면, 변동금리)",3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,세람저축은행,"회전식 정기예금(비대면, 변동금리)",3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,더케이저축은행,회전식정기예금(1년단위 변동금리상품),3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,더케이저축은행,회전식정기예금(1년단위 변동금리상품),3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,예가람저축은행,회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,예가람저축은행,회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,인성저축은행,회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,인성저축은행,회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,대신저축은행,회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,대신저축은행,회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,고려저축은행,회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,고려저축은행,회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,상상인플러스저축은행,회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,상상인플러스저축은행,회전정기예금,3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,유안타저축은행,회전정기예금 (변동금리),3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,유안타저축은행,회전정기예금 (변동금리),3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,금화저축은행,"회전정기예금(1년단위,변동금리)",3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,금화저축은행,"회전정기예금(1년단위,변동금리)",3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,상상인플러스저축은행,회전정기예금(비대면),3.10%,3.10%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,상상인플러스저축은행,회전정기예금(비대면),3.10%,3.10%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,JT친애저축은행,정기예금,3.06%,3.06%,,,,제한없음,,,,2.59%,"259,000",단리
정기예금,JT친애저축은행,정기예금,3.06%,3.06%,,,,제한없음,,,,2.59%,"262,538",복리
정기예금,융창저축은행,회전식 정기예금 (변동금리),3.06%,3.06%,,,,제한없음,,,,2.59%,"262,538",복리
정기예금,융창저축은행,회전식 정기예금 (변동금리),3.06%,3.06%,,,,제한없음,,,,2.59%,"259,000",단리
정기예금,고려저축은행,GPS 정기예금(비대면),3.05%,3.05%,,,,제한없음,,,,2.58%,"258,000",단리
정기예금,고려저축은행,GPS 정기예금(비대면),3.05%,3.05%,,,,제한없음,,,,2.58%,"261,668",복리
정기예금,유안타저축은행,SB톡톡 정기예금 (비대면),3.05%,3.05%,,,,제한없음,,,,2.58%,"258,000",단리
정기예금,유안타저축은행,SB톡톡 정기예금 (비대면),3.05%,3.05%,,,,제한없음,,,,2.58%,"261,668",복리
정기예금,유안타저축은행,e-정기예금,3.05%,3.05%,,,,제한없음,,,,2.58%,"261,668",복리
정기예금,유안타저축은행,e-정기예금,3.05%,3.05%,,,,제한없음,,,,2.58%,"258,000",단리
정기예금,예가람저축은행,e-정기예금,3.05%,3.05%,,,,제한없음,,,,2.58%,"258,000",단리
정기예금,예가람저축은행,e-정기예금,3.05%,3.05%,,,,제한없음,,,,2.58%,"261,668",복리
정기예금,삼호저축은행,정기예금,3.05%,3.05%,,,,제한없음,,,,2.58%,"261,668",복리
정기예금,삼호저축은행,정기예금,3.05%,3.05%,,,,제한없음,,,,2.58%,"258,000",단리
정기예금,애큐온저축은행,정기예금,3.05%,3.05%,,,,제한없음,,,,2.58%,"258,000",단리
정기예금,애큐온저축은행,정기예금,3.05%,3.05%,,,,제한없음,,,,2.58%,"261,668",복리
정기예금,스카이저축은행,정기예금,3.05%,3.05%,,,,제한없음,,,,2.58%,"261,668",복리
정기예금,스카이저축은행,정기예금,3.05%,3.05%,,,,제한없음,,,,2.58%,"258,000",단리
정기예금,유안타저축은행,정기예금,3.05%,3.05%,,,,제한없음,,,,2.58%,"261,668",복리
정기예금,상상인저축은행,정기예금,3.05%,3.05%,,,,제한없음,,,,2.58%,"258,000",단리
정기예금,상상인저축은행,정기예금,3.05%,3.05%,,,,제한없음,,,,2.58%,"261,668",복리
정기예금,유안타저축은행,정기예금,3.05%,3.05%,,,,제한없음,,,,2.58%,"258,000",단리
정기예금,페퍼저축은행,정기예금,3.05%,3.05%,,,,제한없음,,,,2.58%,"258,000",단리
정기예금,페퍼저축은행,정기예금,3.05%,3.05%,,,,제한없음,,,,2.58%,"261,668",복리
정기예금,페퍼저축은행,"정기예금 (인터넷, 모바일,비대면)",3.05%,3.05%,,,,제한없음,,,,2.58%,"258,000",단리
정기예금,페퍼저축은행,"정기예금 (인터넷, 모바일,비대면)",3.05%,3.05%,,,,제한없음,,,,2.58%,"261,668",복리
정기예금,고려저축은행,정기예금(비대면),3.05%,3.05%,,,,제한없음,,,,2.58%,"261,668",복리
정기예금,고려저축은행,정기예금(비대면),3.05%,3.05%,,,,제한없음,,,,2.58%,"258,000",단리
정기예금,삼호저축은행,정기예금(인터넷-모바일),3.05%,3.05%,,,,제한없음,,,,2.58%,"261,668",복리
정기예금,삼호저축은행,정기예금(인터넷-모바일),3.05%,3.05%,,,,제한없음,,,,2.58%,"258,000",단리
정기예금,페퍼저축은행,페퍼스 정기예금 (디지털페퍼앱),3.05%,3.05%,,,,제한없음,,,,2.58%,"261,668",복리
정기예금,페퍼저축은행,페퍼스 정기예금 (디지털페퍼앱),3.05%,3.05%,,,,제한없음,,,,2.58%,"258,000",단리
정기예금,애큐온저축은행,플러스회전식정기예금(영업점),3.05%,3.05%,,,,제한없음,,,,2.58%,"258,000",단리
정기예금,애큐온저축은행,플러스회전식정기예금(영업점),3.05%,3.05%,,,,제한없음,,,,2.58%,"261,668",복리
정기예금,평택저축은행,정기예금-모바일,3.04%,3.04%,,,,제한없음,,,,2.57%,"260,798",복리
정기예금,평택저축은행,정기예금-인터넷,3.04%,3.04%,,,,제한없음,,,,2.57%,"260,798",복리
정기예금,평택저축은행,정기예금-창구,3.04%,3.04%,,,,제한없음,,,,2.57%,"260,798",복리
정기예금,디비저축은행,DreamBig E-정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,디비저축은행,DreamBig E-정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,디비저축은행,DreamBig 정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,디비저축은행,DreamBig 정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,다올저축은행,Fi 리볼빙 정기예금 (대면),3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,다올저축은행,Fi 리볼빙 정기예금 (대면),3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,디비저축은행,M-DreamBig 정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,디비저축은행,M-DreamBig 정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,키움예스저축은행,SB톡톡 정기예금(비대면),3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,키움예스저축은행,SB톡톡 정기예금(비대면),3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,스카이저축은행,b-정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,스카이저축은행,b-정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,솔브레인저축은행,e-정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,스카이저축은행,e-정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,조흥저축은행,e-정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,조흥저축은행,e-정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,머스트삼일저축은행,e-정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,머스트삼일저축은행,e-정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,스카이저축은행,e-정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,솔브레인저축은행,e-정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,웰컴저축은행,e-정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,웰컴저축은행,e-정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,세람저축은행,e-정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,세람저축은행,e-정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,키움예스저축은행,"e-정기예금(인터넷뱅킹, 스마트뱅킹)",3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,키움예스저축은행,"e-정기예금(인터넷뱅킹, 스마트뱅킹)",3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,민국저축은행,e-행복정기예금 (인터넷),3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,민국저축은행,e-행복정기예금 (인터넷),3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,모아저축은행,e-회전 정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,모아저축은행,e-회전 정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,HB저축은행,e-회전정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,HB저축은행,e-회전정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,웰컴저축은행,m-정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,웰컴저축은행,m-정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,국제저축은행,꿈 찾아 정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,국제저축은행,꿈 찾아 정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,국제저축은행,꿈 찾아 정기예금(비대면),3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,국제저축은행,꿈 찾아 정기예금(비대면),3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,대신저축은행,대신든든정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,대신저축은행,대신든든정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,대신저축은행,더드리고정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,대신저축은행,더드리고정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,머스트삼일저축은행,비대면정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,머스트삼일저축은행,비대면정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,민국저축은행,비대면정기예금 (비대면),3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,민국저축은행,비대면정기예금 (비대면),3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,대신저축은행,스마트정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,대신저축은행,스마트정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,HB저축은행,스마트회전정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,HB저축은행,스마트회전정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,스타저축은행,스타e_정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,스타저축은행,스타e_정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,대백저축은행,애플정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,대백저축은행,애플정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,모아저축은행,앱전용 회전 정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,모아저축은행,앱전용 회전 정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,대신저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,세람저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,세람저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,대신저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,우리저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,우리저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,센트럴저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,센트럴저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,스타저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,고려저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,고려저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,스타저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,더케이저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,더케이저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,키움예스저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,키움예스저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
